id,comment_text,toxic
250,"
演色性也輸、省電也輸、造型也輸，價格還比人家貴（日本當地買）。

幹！為什麼那麼廢啊？

怪不得一堆人要去日亞或是自己飛去日本買！

",0
251,"我是不是有社交障礙啊

平常大家都不認識的場合

我還能算輕鬆的認識人

可是只要是一團小圈圈

早就彼此認識的

我就不知道怎麼打進去

嗚嗚

做人失敗嗎

",0
252,"
DIY這麼多次,不怕最後都只剩清水嗎

",0
253,": 她喊話：要對自己有信心阿
: 當時跟她身材不分軒輊
: 難得有妹信心喊話
: 終於知道為什麼護理師講我像周愚民了
: 側臉根本是周愚民本人阿
: 但是  本身沒很帥
:  回憶過去   真的很幹
: 衰

-

幹

早知道就把那個原住民搞到大肚惹

人家現在一個孩子的媽惹

原本我會是爸爸

後悔

操

那個乾哥哥身分都沒升級成為幹妹妹

補充包真的沒充值成功

雞掰

早知道不要甩了她

",0
254,"又少了3-4千......

",0
255,"
這些都是無法構成，對於正妹賽味的遐想。

有的時候我會莫名地走進女廁，聞聞那些小女子拭過的殘留衛生紙；輕輕的尿香

猶如藏身在深淵洞窟裡面的芳草；是那麼的神祕，是那麼的清新...


有人問我從何處來，我只能回答我是來應徵打掃的...

懇求您；把女生廁所所有的垃圾都給我好嗎?

我真的很想要...



",0
256,"今天沒有誤人子弟ㄟ
因為
上次的還沒教完
而且
題目沒檢討完
嗯嗯
頭有點痛
我討厭數學

",0
257,"我不會傅立葉轉換
我文組
明天就會教到發散
我終於找到教材了
我要去游泳了
掰掰
幹點是減肥好難==
※ 引述《angelgirl13 (我是ㄍ胖子)》之銘言：
: 今天沒有誤人子弟ㄟ
: 因為
: 上次的還沒教完
: 而且
: 題目沒檢討完
: 嗯嗯
: 頭有點痛
: 我討厭數學

",0
258,"

他媽的光明磊落做不了就在那邊暗箭是吧


幹難怪一輩子剪角


真的是越遇到這種奇葩越感慨我家祖上有德我不用這樣雞巴過生活

幹你媽的破梨子


",0
259,"鼻子過敏好痛苦阿阿阿
一直鼻塞阿阿阿啊
為什麼，我從來沒有過敏過欸
人家說是因為有人在強烈的想我
也有人說是有人在強烈的罵我
拜託，一直打噴嚏，快瘋了阿阿阿阿阿阿

",0
260,"幹

吃完飯洗完澡了

竟然伺服器要維修了

每次都記成星期四

媽的只剩3分鐘完成

差點嚇尿

",0
261,"一直要問我女友我有空嗎？
我很凶嗎？
很難溝通嗎？
奇怪誒你



我只是很難約


肥宅只想躺在床上滑手機


",0
262,"每天的路

總是億次又一次

何時有機會巧遇你的

下班越來越晚= =

https://i.imgur.com/qceFugV.jpg

我好想妳

朋友也不行嗎

可以等妳

也不行嗎？

",0
263,"
好像歌唱得好的就是要唱的這樣子

沒有老，沒有少，

大家都一副死樣子


",0
264,"笑死我了
哈哈哈

剛剛煎了四條香腸
還切了一堆蒜頭來配
馬的
現在滿嘴蒜臭
幹幹

",0
265,"趕時間
游800而已
話說今天游完皮膚好癢==
回家要來吃ㄍ東西
晚餐吃青菜而已
灑花
幹點是皮膚真的好癢QQQQ

",0
266,"早上起床就覺得今天一定悲劇
果然
早上她先跟我說那些話
整天心情都低落到不行
工作上也跟廢物一樣
什麼都做不好
什麼人我都擺臭臉
我今天就是個雞八人
幹
死廢物
還想要人家喜歡我
去死好了

",0
267,"男到只能阿拉丁了ㄇ
幹拎老蘇

",0
268,"
林北現在在烤肉攤跟鹹酥雞攤點餐

幹


吃起來媽的


現在都沒吃澱粉超餓的幹


",0
269,"怎麼那麼難啊
花錢怎麼那麼爽啊
可是錢不夠花
幫自己QQQQQQ

認清自己
很棒！
再QQQQ一次

",0
270,"幹 整個八卦板幾乎都是政治相關文章

尤其用手機的jptt看 還會把政治文弄到前幾名熱門文章去

看的真是有夠難過

為什麼八卦板不能像黑特板一樣 把政治相關的話題集中到政黑板啊

成立個政治八卦板之類的讓那些不可說去那邊互毆

不然就像當初毀滅黑特那樣 直接禁回文禁推文也好

幹 話說黑特板是什麼時候重新開放推文回文的 真是懷念以前的黑特
",0
271,"以前年輕一點的時候，會想說如果能進入理想的公司有多好
直到如願進去以後，發現很多事又不是當初想的那麼好
練到現在看每間公司都能冷靜看待，表面上看似美好
實際上呢，很多想像不到的人心黑暗面
同事什麼都是假的浮雲啊，只有錢才是真的

",0
272,"
BJ4

再買一個多功能煮湯用的

媽的日圓一直漲幹

林北的庫存不夠用了幹


飯店也還沒請款媽的


",0
273,"
挖...佩服你的勇氣

給你拍拍手

",0
274,"
不知道該說什麼

發生得太突然了

我真的沒有預料到會就這樣發難

連解釋的機會都沒有ㄇ

我還以為溝通是人與人之間相互一來一往交流所思所想的過程

而不是單方面積累不滿在偶然之下爆發啊QQ

不好好傳遞想法怎麼能理解彼此雙方呢

哪有這麼輕鬆的事

好煩



",0
275,"公司用補休這名義讓一切看起來好似公司雖沒給加班費
但至少還有補休可休，看起來好像公司很開明很有人性啊

嘿！真巧！待過會用補休這名義的公司，工作量都不是普通多
多到..........讓人想休假都不敢休

其實補休只是一個假議題吧！
不想給加班費，嘴上說可以補休，但明眼人一看就知道
工作量這麼多還敢休什麼休？既然不休那麼就是任憑公司壓榨不用錢的啦！
屎公司垃圾公司算盤打得可真好

",0
276,"




…剛剛都沒感覺的真的該睡ㄖ


QQ 自制

",0
277,"
馬的

前天好像睡太多

昨天有點睡不著

好像沒有睡著的感覺翻來翻去的==







",0
278,"
假如我年少有為
知進退
懂得什麼是珍貴
那些美夢
沒一個
我一生有愧

☹

",0
279,"今天爽爽過
後面E2沒開工
不過下班的時候 E2好像也沒要作
所以沒有靠晚班消化...
不過說實在的 晚班比較需要E2不開工
蚊子實在神多阿 太恐怖惹
有電風扇真的差很多
最近降雨機率都20~30%
要下不下的 害我電風扇不敢擺到最爽位置
這樣爽度差很多

今天一開局就被阿茂猛烈衝撞 噗
好像還是第一次這樣
不過加班反而阿文沒出現了
昨天能量釋放掉了吧
最慘烈就是剛開局 之後都沒課長來找
旁邊有阿坤很好 擋掉很多阿茂的atk

飲食:
今天下班去吃了富屋80元便當
覺得soso 日式便當好像都這樣
料很多種 但有些沒那麼好吃
硬要全吃的話 就會吃到不好吃的
就有點無奈了
便當可能就算了 可以考慮吃其他的
慢慢攻略

幽鬼炒飯 06/07才開始的樣子
我看就06/10以後再去吧

現在早班比晚班還爽的多
阿光很硬 本來是固早的也跑去固晚
晚上有光強二人組 非常不好混阿
尤其是現在組長是建宏 好人一枚...
阿義也跑去換模 不當組長 硬的也少一個
徐算是取代義的位置
當然威壓感差多了
晚班蘇沒了 差很多...好人不長命阿
本來是蘇+杜顧晚上 現在是強+光+杜
杜存在感不強 不太管事
組長比課長硬是怎麼回事
阿強當組長當上癮了 管很大欸
動不動就用禁加班當威脅
噗 我看禮拜六還是不要加班好了
免得作白工 有點可惜 但本來就覺得晚班星期六太硬
很累...會死人 他都這樣說了 我看就順勢休息也好
被威脅講這樣 真的很沒意思 作那麼要死幹嘛呢
也是看情況吧 經濟壓力大
就沒有選擇義無反顧的瘋狂加好加滿
現在有點小錢的話 就可以開始考慮作調整了







※ 引述《O10lOl01O (累的跟貓一樣)》之銘言：
: 先來個outline
: 工作
: 電剪
: 飲食
: 購物
: 頭髮
: 今天是早班2-1
: 正常時間還ok
: 只有課長來找東西的時候有點狀況
: 洗生管東西真的麻煩
: 要拿不拿的 拿走又可能不刷位置
: 刷ME01 課長又會找不到 就會來找我=口=
: 有啥辦法?
: 我看以後沒有當場拿走就刷YY02O
: 放著就好 至於他要拿走卻沒刷位置 是他的事情 他要負責
: 跟我無關 刷02O就是正解
: 因為今天這件事情 刷ME-01看樣子是行不通了
: 如果像剛好遇到這次這樣 課長馬上要 就會gg
: 加班:今天加班就刺激了
: 還好今天很ㄍㄧㄥ 因為我知道要遇到阿文課長
: 就準時還在打鐘的時候就衝到線上了
: 也剛好阿文迎面而來 要來洗料 呼 真的是有中獎的感覺
: 以橋牌來比喻 就好像喊到6 Make一樣
: 很難 但是卻過了
: 上次很衰洨剛好要去放東西的時候遇到
: 覺得有黑到 今天這樣算彌補過來不少
: 而且他也對那次隻字未提 我就當作完全解掉了
: 像這種狀況稍微慢一點都是NG阿
: 阿文特別注重時間一到 人就要出現在現場
: 所以皮繃緊一點就是了
: 開局拿兩桶很重的手動印字給我
: 很ㄍㄧㄥ的用手拎了 下次再這樣
: 我要用吊的 太傷HP了
: 蚊子超多 而且今天E2開工開一整天 沒蚊子也就算了
: 有蚊子就慘惹 因為前面沒弄電風扇
: 後面有蚊子我也懶得弄了 只剩一個小時阿
: 而且要洗的東西有點趕 沒時間搞其他有的沒的
: 還好最後算是勉強safe 還不錯
: 整體來說還算不錯 多高二人組也都沒靠腰
: 尤其是多哥 最會唉的
: 話說有一點作的不好 就是紅單沒有放好
: 沒辦法讓多哥經過的時候看到
: 以後要注意這個細節
: 不然有白費努力的感覺
: 不過多哥應該有看到我洗的東西
: 然後之後他去送貨的時候就會看到東西
: 然後也會看到紅單 嗯 就是這樣
: 他們很恐怖的
: 固定袖套的綁帶還需要研究一下
: 最好這週末就要搞定
: 接下來要迎接晚班阿
: 電剪、頭髮、購物:
: 把貓毛給剃了 剃了不少
: 看起來舒爽多了
: 而且發現新功用 搭配他的工具
: 才發現原來可以剃3~12分
: 剃我自己的頭 3分有用
: 這樣又省了一筆的感覺
: 頭髮兩邊很醜 所以本來打算去買髮蠟
: 結果沒買 還是決定用剃的
: 還在想說要不要買一把人用的電剪
: 又要花一大筆錢 現在這樣感覺很不錯
: 飲食:又去吃了麻婆豆腐蓋飯
: 真的不錯 雖然軟骨飯鳥鳥的
: 但麻婆還是威 而且豬心冬粉可以嘗試看看
: 只是說現在很熱 這個是湯的
: 會熱死 等天氣冷一點再來
: 鞋仔:
: 砸了2000 果然令人滿意
: 第一天的結果還不錯
: 而且兩個外勞也釘上了
: 平常不會跟我搭話的說 噗
: 看到這勾勾 起反應了
: 希望耐穿一點 至少操個一年才能有回本的感覺
: 這樣子這波花的錢 感覺都有花在刀口上
: 就比較沒那麼痛了
: 我看這週末還要再去領一次3K
: 花好快阿 不夠用阿
: 而且這波NBA會花不少在吃的上面
: 一整個齁不住了
: 而且還有法網 是說要看謝能走多遠
: ※ 引述《O10lOl01O (累的跟貓一樣)》之銘言：
: : 延長線:
: : 搞定!滿滿的成就感
: : DIY就是爽
: : 鞋仔:
: : 狠下心來買了一雙2000的...
: : 希望這雙能夠給力一點 不要再給我難用了
: : 然後就是用久一點才能回本...
: : 以我的狠操程度 至少希望能撐一年以上
: : 那一天等於花個5.5元左右 感覺就還好
: : 因為一直以來都costdown
: : 買一堆便宜貨 都不太理想
: : 這次衝一波 別再鬧了
: : 買的是籃球鞋 整個包覆性就比較好
: : 尤其是後方的部份 比較高
: : 這樣照理說鐵屑也比較不會噴進來
: : 現在最主要就是遇到水會打滑的部份
: : 我是不期不待 .... 才能不受傷害
: : 應該再怎樣也不會比本來的滑吧 =口=
: : 都說是籃球鞋了 如果滑會很危險吧
: : 籃球鞋好像價位也都偏高欸
: : 電剪:這次買了比較貴的
: : 本來想狠心雜錢的 可是選擇不多
: : 最貴的外型看了不順眼
: : 而且他的功能 好像也沒那麼需要
: : 跑了兩家 價格很亂 有的比較貴 有的比較便宜
: : 買了一個 一邊是800 一邊700的 當然最後就買700
: : 其實這隻之前用過 還可以
: : 但回來之後就悲催了
: : 竟然變壓器插不上去 還好硬調整了一下
: : 就順利插上 我真是天才 還好沒掰斷 噗
: : 飲食:
: : 去買了臭灶腳 綜合煲80+牛肉30+燙青菜30+(科學麵+冬粉)30=170
: : 燙青菜CP值太差 以後絕不買
: : 如果真的很想吃青菜 問問看裡面能不能多放高麗菜
: : 因為裡面本來就有高麗菜 看是能不能再加錢買還是怎樣
: : 吃的好爽好飽~~!
: : 工作:
: : 明天5/27上早班第二輪
: : 明天早上去 環境應該不錯 禮拜六高哥沒來
: : 因為不會被弄的很慘 所以還特地收的頗乾淨
: : 要比高哥慘很難 真這樣也認了
: : 所以今日花費:
: : 鞋仔2000+電剪700+晚餐170+中餐135+紅拿55=3000左右
: : 嚇死寶 我還特地去提3000 今天就花完了
: : 真的是花錢如流水欸
: : 這能不加班嗎...
: : 郵局現在剩快八萬...是說還在安全線
: : 所謂的安全線就是06/10拿到薪水後 可以破10萬
: : 大概7萬以上都頗安全

",0
280,"
做幾年生意了

配合多久了

寄個樣板在那邊錢錢錢

錢你媽逼

幹

會不會做生意

雞掰

",1
281,"
沒想到有那麼多事情

為什麼覺得我能做到

總會想為什麼都是我

真討厭呢

。

",0
282,"
操

是在屌什麼啦

幹

拎杯是不會找別人膩

幹你娘

不想做生意直接說啦

操

拎杯在中國還是很吃得開

操

誰會跟錢過不去

幹你娘

生意做的這麼屌

真的第一次看到

",1
283,"
但卻哭得亂七八糟

阿姨過世

追思會就選在今天

一切就是這麼突然

有時候真的覺得是天意

覺得好痛苦

好難過

",0
284,"幹

昨天跟今天都一直覺得胃酸偷偷逆流

昨晚晚餐還因為突然一口胃酸 害我嗆到

還是下午泡麵的味道


好煩

幹


https://i.imgur.com/JjNcsRO.jpg

幹你娘這是什麼分類

",0
285,"
連中午想出去吃個飯都會變得很麻煩，

主要是從公司大門走出去後，會有一段路完全沒有辦法遮雨，

雖然說只要撐傘就好了，但今天就是很不巧，

早上有人和我借傘出去，到了中午都沒有回來，

中午想和人借傘卻借不到，真的是不知道該說啥才好……

到底是有什麼事要出去那麼久啦！

早知道就不借了……也不可能，我想不到拒絕借他的理由，

所以今天中午只能淋雨出去，

那感覺真的很糟，

原本有人說要載我啦，但我拒絕了，和他不是很熟，也不想變很熟。

後來有點後悔，哈哈哈……

唉……

",0
286,"連我自己都不知道在說什麼事

想了好幾次
最後以君子之心度小人之腹才有點眉目....
ㄏ
你民進洞喔!？
黑一下就刪了

還好晚上
寫出那麼篇有模有樣的抒情文

該怪你自己文筆太好
隨心所欲行雲流水
結構正好很完整

直覺讓我想到
幹  一比對
果然跟某人有87分像

保全你面子，就不公開啦~
誰都知道你臉皮薄
怕你看了崩潰

啊哈哈哈哈


",0
287,"
只要妳願意多花點時間
多認識我一些
妳會發現
























妳浪費了一些時間




幹
為什麼要燒我
好想吃八月堂的可頌喔
那個誰，買給我吃喔QUQ

",0
288,"兩人的 心理距離好像拉開了
雖然有你來我往
可是講的 已經不是心裡面的東西
只是談論表面的事

再這樣下去沒多久很危險會完蛋 就算沒爭吵也一樣
幹。


",0
289,": 有點奇怪
: 兩人的 心理距離好像拉開了
: 雖然有你來我往
: 可是講的 已經不是心裡面的東西
: 只是談論表面的事
: 再這樣下去沒多久很危險會完蛋 就算沒爭吵也一樣
: 幹。
:


幹我好羨慕
我沒有交過女朋友
所以你講的感覺我大概知道喔
要加油，嘻嘻！

",0
290,"拖了很久對方加賴
每天早安午安晚安吃飯沒下雨了
人呢沒回應在幹嘛各種貼圖

不找話題不理已讀
我是加了什麼尬聊機器人嗎

大雷雨天騎機車半個小時以上去預演
累得跟吉娃娃一樣
還問我什麼工作這麼累

上班運動上課睡覺時間都不夠
丟垃圾洗衣服都沒空了
還要花兩小時吃飯我好捨不得啊


拜託可以放過我嗎嗚嗚嗚


",0
291,"調出來的醬汁
沾什麼都好吃

但是
最近一直調不出之前的感動
我是不是壞掉了
唉

外面買的蒜蓉醬根本是垃圾
都是垃圾

幹

",0
292,"幹

現在才發現

我都忘了我曾經的最愛

心情才會這麼差!!!!!!!!!!!!!

好好聽了幾首女神的歌

整個人都不一樣了

為什麼沒有早點發現啊???????

害我整天散發黑色氣場

幹

",0
293,"打去爆氣也不可能  睡覺怎麼樣不理都可以推

唱《春神來了》  讓人徜徉沐浴在
和諧的歌聲裡
就會忘記那些綠綠的紛擾


正常版
http://wesingapp.com/play?s=GlXq-PzGVs2bvzRc&lang=zh_Hant


四段音高抒發版
http://wesingapp.com/play?s=dc8KR0MdOw7vvMT8&lang=zh_Hant


",0
294,"

吃完泡麵 想吃牛排

囧


鼻樑旁邊長痘痘



中藥吃完了

又要去找女醫師了

可是覺得很懶


",0
295,"

馬的

一直找不到黑特我的文章

幹

好想知道為什麼被黑特

幹幹

兇手出來自首喔

幹

",0
296,"我修個滑鼠滾輪就1:42了????

靠北哦我到底在幹嘛啦

幹，黑特自己


",0
297,"覺得那個某明星爸真的很噁心
用這種身份來博取同情
然後被爆黑幕又來接受專訪
真的好噁心阿阿阿幹

",0
298,"
會日夜顛倒

有時候想正常作息

還是都會倒過來


不過晚上的時候

比較安靜 很安靜 我蠻喜歡這種安靜的


幹點是 明天要去學校

感覺會很想睡 ☹

",0
299,"好冷喔
凍醒的感覺真的很幹
冬天又來一日遊了嗎


",0
300,"
這禮拜我老闆之一 送我一盒摩斯的果凍

算是極少數好事其中一件 最大件的

然後就一直吃一直吃一直吃

然後每天量體重就越來越重越來越重越來越重

這樣不行啊 orz

還好終於快吃完了

嗚嗚嗚嗚 回不去了

要減肥要一輩子 要復胖只要一天


",0
301,"黑特起床早餐
幹拎老蘇
鼻子癢

",0
302,"
但說真der


如果女生喜翻你

怎樣告白,不拘形式都會成功

",0
303,"
等了三天，這三天屁股感覺總有賽，真的噁，超不舒服

然後這幾天眼睛有夠癢，ㄇㄉ要抓爆了

準備出門上班嗚嗚嗚嗚嗚

",0
304,"什麼爛天氣
幹 怎麼會那麼冷啦
幹你娘 操你媽勒
幹 他媽的穿太少 幹
一直流鼻涕
幹

",1
305,"想看比賽
幹 怎麼會下大雨啦
幹你娘 操你媽勒
幹 真的好爛的天氣
幹你娘勒 天氣趕快變好讓林北看比賽啦
幹 ( ︶︿︶)_╭∩╮

",0
306,"塔被搶了
幹你娘 媽的幹
前5隻都馬林北打下來
幹 爛顏色搶什麼塔啊
幹你娘 N社什麼時候才會修正啦
幹 爛顏色 爛N社

",1
307,"不要在那邊抽塔啦
幹 只打第一隻是三小
幹你娘 要就把全部都打下來啊
幹 他媽的 有夠機掰的抽塔鬼
幹 ( ︶︿︶)_╭∩╮

",1
308,"對就是你們

市政大一的屁孩

安靜乖乖在後面吃你的很難嗎

都大學了

閉嘴兩個字都不會

要不要回去重讀高中



",1
309,"整晚都睡不好
早上醒來就睡不著了

唉 待會又得要面對工廠、客人和主管
不想上班啦 幹幹幹

",0
310,"幹 基本動作好難喔
幹你娘 該得分為什麼不得分
幹 該推進為什麼沒辦法推進
幹你娘 不要亂打球啦
幹 ( ︶︿︶)_╭∩╮

",1
311,"喔喔喔

好想睡覺喔

怎麼辦

總不能現在睡著

One: Don't pick up the phone
You know he's only callin' 'cause he's drunk and alone

Two: Don't let him in
You'll have to kick him out again

Three: Don't be his friend
You know you're gonna wake up in his bed in the morning
And if you're under him, you ain't gettin' over him

",0
312,"比賽就比賽
幹 他媽的 隨時注意動向很難嗎
幹你娘勒 被牽制出局真的是看得很傻眼
幹你娘

",1
313,"人生好難喔幹

好想要重來

但又不能保證

能有現在的記憶

要是能重來
我要生下來

",0
314,"
更不懂產業

只是靠房地產起家的商人

美國經濟就快被你弄垮

費城半導體跟納斯達克一直跌!

",0
315,"
會寄的自然就會寄

就有女生這麼癢，以為每個都純情小甜甜？

就算標題是明天一起圖書館看書

看完照片覺得順眼

說不定也會回信說：是否可以圖書館來一發之類

人家他們自己玩的黑皮就好了 84嗎

現在都沒有好笑的文章了

好無趣歐幹拎涼

",0
316,"超級不想去家教的==
好累喔幹QQ

8.50起床
廢到現在
該起來讀書了QQ

",0
317,"肚子是飽了
可是過敏卻來了
怎麼回事
過敏原又是甚麼
幹
好癢啊啊啊啊啊啊啊啊
耳朵都腫起來了
",0
318,"


去年才56公斤我竟然嫌自己胖

:)

果然人生到了谷底才會意識到過去的自己有多愚蠢

",0
319,"讓我等很久不說
我點套餐薯條還特地加大
結果感覺薯條很少
根本沒裝滿的感覺
幹你媽的
早知道買中薯就好
不懂到底在小氣殺小
虧你們還敢一直漲價
難怪全球門市一間一間倒
不是沒有原因的
幹！

",1
320,"
我就是只要薯泥跟可頌啊

裡面夾菜夾小黃瓜

還有葡萄乾是怎樣

還要自己用手挖出來

好噁 幹

",0
321,"打擊一直睡
幹你娘 操你媽勒
幹 現在一分都拿不到
幹你娘 對方是菜鳥耶
幹 打菜鳥感覺像在打賽揚
媽的幹 打擊還要睡多久啦
幹 機掰爛打擊

",1
322,"
痛起來要人命

已經痛三天了還不好

慟！！！！！！！

",0
323,"每次來心情都很不好捏
一點小事我就可以心情超差
幹 好想把子宮拿掉喔==
雖然我不會經痛
但我腰很痠阿
養的貓咪都是廢物不會幫我按摩一下
然後衛生棉又是一筆錢
一個月至少要花500
幹 女生的錢真好賺欸
然後又被嫌
新瀏海明明就很好看阿
真討厭==
木頭就是不懂得欣賞
滾輪滾不起來好煩喔

男朋友嘴巴毒也很煩
雖然我知道他不會說好話
但我覺得好痛喔嗚嗚嗚嗚嗚嗚
覺得自己變好胖肚子瘦不下去好煩
我想減脂了
可是沒有肌肉嗚嗚嗚嗚嗚嗚
唉 來去看我新男神金材昱好了

",0
324,"不要一直通知我啊幹
我就不敢看啊幹

嗚嗚快點回應我啊
現在超無助的啦幹

",0
325,"咖啡又裝了忘記拿
幹拎老蘇
沒得喝


",0
326,"怎麼會睡著QHQ

啊啊啊啊犯了這個睡過頭的事情
真的很母湯
心情好差喔=＿=......

剛剛擠了洗面乳，結果不知道為什麼往髮尾抹

幹真的有夠北七


嗚嗚嗚嗚今天又不是我的天了
好難過

",0
327,"
服務員：先生 10：40 喵吉拉2 G8請從右手邊入場喔

你才機巴  你全家都機巴

",0
328,"
其實蕭亞軒年輕時還蠻正的呵,尤其是剛出道時

",0
329,"車停好好的停車格就因為你們這些王八要做生意就自私亂移別人停好的車，
沒關係啊，
再移我就再檢舉你們整排佔據公用人行道的店家，
操機八的一堆，
幹

",0
330,"
去學校做五分鐘的事

然後又再花兩個多小時回家

Q Q好累想睡

",0
331,"才吃早餐欸
等等中午買ㄍ湯喝好了

話說
戒飲料太難ㄌ
現在都喝中杯算是一種進步ㄅ

以前戒飲料是
只有家教的時候才能喝
可是
我現在每天家教==
ㄎㄎ

",0
332,"幹 為什麼有些人可以做好基本動作
幹 有些人他媽的做得有夠爛
幹你娘勒 操你媽勒
幹 出局沒意義
幹你娘 那要你幹麻
幹你娘勒老機掰

",1
333,"
昨天早早就睡了

沒看到某個超愛腦補又自以為是的跳樑小丑秀下限



是說

我黑八卦的減齡阿姨關你屁事喔

對 人家是紅人噢

所以黑完怕74ㄊ偷看仔森77刪文是我爽啦

是不是又用你有限的豆子小腦袋自以為看透了什麼呢

有點眉目咧顆顆顆

好想知道你幻想自己看出來什麼噢

說來聽聽啊

難道你就認識對方嗎 噗哧

還是你以為大家都跟你一樣在批踢踢被邊緣

沒認識幾個哀低ㄋ

連瘋子一堆的數字板都沒辦法融入好可憐

真可笑




你以為

沒有人知道你的底細嗎

當初舊帳號惹到一堆人

有些還算是有些社會地位

只是人家大人大量不想跟年過三十好幾

存款只有不到五千元的低端人口計較

你是不是以為他們淡出沒人知道你就有戲了？

這麼久以來

是誰幫誰保全面子還不好說咧ㄨㄗㄏ





",0
334,"


突然想吃甘草芭樂

結果還真的被我找到一間中午就開的

重點是 芭樂超甜欸

幹幹幹幹幹甘草芭樂用爛芭樂我已經不意外了

居然吃到好吃的芭樂

好幸福喔

可是

看到番茄蜜餞

就好想吃他的蜜餞

但是我不敢吃番茄啊啊啊啊啊啊啊

老闆說不能單賣蜜餞

還是請他番茄跟蜜餞分開放XDDDDDD

嗚嗚嗚嗚嗚嗚嗚嗚

好想吃喔





",0
335,"
只想待在家睡覺耍廢

馬的

昨天爆睡12個小時

感覺還是有點不夠

如果可以拎杯真希望一天可以睡個24個小時

然後拿去火化就好

",0
336,"冷石頭中杯買一送一
但是林北only one
幹拎老蘇

",0
337,"
終於可以休息吃飯了乾

外賣快點送來啊啊啊啊啊啊啊 我想喝熱湯


",0
338,"
他笑看藍綠內戰

",0
339,"最可悲的就是
胖了奶還是一樣平
幹

話說我朋友的朋友po了他跟他朋友去健身的照片
我朋友回他好甲
他回我朋友:他只要慢下來我就會在後面督促他

我真的快笑死


※ 引述《angelgirl13 (我是ㄍ胖子)》之銘言：
: 才吃早餐欸
: 等等中午買ㄍ湯喝好了
: 話說
: 戒飲料太難ㄌ
: 現在都喝中杯算是一種進步ㄅ
: 以前戒飲料是
: 只有家教的時候才能喝
: 可是
: 我現在每天家教==
: ㄎㄎ

",0
340,"各種奔跑啊啊啊幹

在車上吃優格

莓果的好好吃


今天真的很糟糕，希望明天快樂些

拜託了。

",0
341,"想關畫面用聽的都不行

為什麼企鵝fm沒有這個可以聽啦

媽的一早忙到B群都沒吃

好想睡覺

幹

還有20分才午休

",0
342,"好慢
有夠慢
怎麼可以這麼慢
馬的
回個電話是有多難阿
很花你寶貴的時間嗎
整組人從九點開始等
馬的等到都快十二點
還沒打來
好啊
全部就等等這通電話就飽了
幹真的是渡秒如年
時間怎麼可以過這麼慢啊
怎麼還沒十二點阿
好想放飯
怎麼還沒到下班時間阿
我覺得今天
真她媽的過超久
幹浪費生命的一天
怎麼才星期三阿
還要被催殘兩天
想到就覺得
他媽的心好累
幹會不會得憂鬱症阿
哀...可悲仔
幹時間可不可以過快一點啊
快還要更快
好想放假喔
周末趕快來辣
幹快煩死了

",0
343,"什麼爛牛棚啊
幹 他媽的 去年那麼猛
幹你娘 今天根本就是炸彈
幹你娘勒 操你媽
幹你娘勒 沒實力的就滾蛋啦
幹 他媽的 爛死了

",1
344,"有夠爛的投手
幹 領先3分瞬間花光
幹你娘勒 操
他媽的 在日本練得控球完全沒了
幹你娘勒 操
你他媽的要不要自行切腹謝罪啊
幹 好爛 ( ︶︿︶)_╭∩╮

",1
345,"
現在開吃 突然有罪惡感了...

",0
346,"
哭哭

嗚嗚嗚

找工作

為什麼喜歡這個

為什麼要選這個

ㄇㄉ

我就不會說謊咩

",0
347,"再回自己家說別人一言堂，腦子是對岸式文字獄

幹!!!自己跑來想洗別人臉
不給洗就怪別人
而且拎北覺得你自己說的話全是在罵你自己啊!!!幹!!!!
完全不聽別人意見的還一直在別人面前罵人失禮
幹!最失禮的就是你啦!!!

",1
348,"幹
就是說你啦
愛擺架子教得又爛
操你媽的死垃圾

",1
349,"他媽的幹
為什麼這些投手補把他們踢下去啊
幹 他媽的 沒控球
幹你娘 有球速有屁用
幹你娘 根本就是被當成沙包在打
幹你娘勒 廢物滾啦
幹

",1
350,"幹 垃圾球員滾啦
幹你娘勒 操
他媽的 下去練練控球行不行啊
幹你娘勒 操
好好的比賽就被你們這些廢物敗掉
幹你娘 操你媽勒
幹 廢物快滾啦
幹

",1
351,"好球帶好小喔
媽的幹 為什麼你投不進去
幹 他媽的 投不進去那為什麼你會在這
幹你娘 高層搞笑嗎
幹你娘勒 為什麼要讓這種球員上啊
幹 那麼爛就在下面蹲啊
幹你娘勒 真的是他媽的亂搞
幹 ( ︶︿︶)_╭∩╮

",1
352,"
我肥肥啦

游完泳出來抽煙

遇到對面兄弟再談事情

哇噻

友情有意有錢錢

分潤就是爽

夭壽

",0
353,"對方打擊排名是後段班
幹 他媽的 你他媽的還被打爆
幹 他媽的是誰的的問題
幹你娘 操你媽勒
幹 為什麼不自請下去啊
幹你娘勒 操你媽
幹 爛東西給林北快滾啦
幹 有沒有羞恥心啊
幹你娘 那麼弱還在這邊
幹你娘勒 爛球員垃圾球員快滾蛋
幹 ( ︶︿︶)_╭∩╮

",1
354,"

噠噠噠噠噠噠


今天撿到槍啦


操你妹的想噴

",0
355,"手抖
刪自己文
操
再說一次
我到底為啥會跟某a當朋友啊
幹
我真失敗

",0
356,"意難違

",0
357,"柯機明明在散步
突然就躺在馬路上滾
幹拎老蘇
好圓

",0
